feedstock_name,pathway_name,fuel_product,scenario_name,transport_distance_km,transport_mode,grid_scenario,ci_total_kg_per_mj,reduction_pct
Soybean Oil,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.06601,24.98000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.03699,59.18000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.03675,59.44000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.03747,58.65000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.03726,58.87000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.03699,59.18000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.03675,59.44000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.04729,47.81000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.04705,48.07000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.04777,47.28000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.04756,47.50000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.00859,90.52000
Soybean Oil,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.00835,90.79000
Camelina,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.04041,55.39000
Camelina,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.04007,55.78000
Camelina,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.04111,54.63000
Camelina,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.04081,54.96000
Camelina,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.04041,55.39000
Camelina,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.04007,55.78000
Camelina,Miscanthus → Cellulosic Ethanol,Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.03699,59.17000
Camelina,Miscanthus → Cellulosic Ethanol,Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.03668,59.51000
Camelina,Miscanthus → Cellulosic Ethanol,Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.03760,58.49000
Camelina,Miscanthus → Cellulosic Ethanol,Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.03734,58.78000
Camelina,Miscanthus → Cellulosic Ethanol,Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.03699,59.17000
Camelina,Miscanthus → Cellulosic Ethanol,Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.03668,59.51000
Camelina,Soybean Oil → HEFA-SAF,SAF,"Central (80 km truck, current grid)",80,truck,current,0.00999,88.65000
Camelina,Soybean Oil → HEFA-SAF,SAF,"Near   (40 km truck, current grid)",40,truck,current,0.00992,88.73000
Camelina,Soybean Oil → HEFA-SAF,SAF,"Far   (160 km truck, current grid)",160,truck,current,0.01012,88.50000
Camelina,Soybean Oil → HEFA-SAF,SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.01006,88.56000
Camelina,Soybean Oil → HEFA-SAF,SAF,Renewable grid (80 km truck),80,truck,renewable,0.00999,88.65000
Camelina,Soybean Oil → HEFA-SAF,SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.00992,88.73000
Camelina,Camelina → HEFA-SAF,SAF,"Central (80 km truck, current grid)",80,truck,current,0.00930,89.43000
Camelina,Camelina → HEFA-SAF,SAF,"Near   (40 km truck, current grid)",40,truck,current,0.00923,89.51000
Camelina,Camelina → HEFA-SAF,SAF,"Far   (160 km truck, current grid)",160,truck,current,0.00943,89.28000
Camelina,Camelina → HEFA-SAF,SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.00938,89.35000
Camelina,Camelina → HEFA-SAF,SAF,Renewable grid (80 km truck),80,truck,renewable,0.00930,89.43000
Camelina,Camelina → HEFA-SAF,SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.00923,89.51000
Camelina,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Central (80 km truck, current grid)",80,truck,current,0.06424,26.99000
Camelina,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Near   (40 km truck, current grid)",40,truck,current,0.06411,27.15000
Camelina,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Far   (160 km truck, current grid)",160,truck,current,0.06452,26.68000
Camelina,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.06440,26.81000
Camelina,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,Renewable grid (80 km truck),80,truck,renewable,0.06424,26.99000
Camelina,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.06411,27.15000
Camelina,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.03369,62.82000
Camelina,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.03345,63.08000
Camelina,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.03417,62.29000
Camelina,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.03396,62.52000
Camelina,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.03369,62.82000
Camelina,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.03345,63.08000
Camelina,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.04399,51.45000
Camelina,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.04375,51.71000
Camelina,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.04447,50.92000
Camelina,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.04426,51.15000
Camelina,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.00529,94.17000
Camelina,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.00505,94.43000
Algae (Raceway),Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.10834,-19.58000
Algae (Raceway),Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.10799,-19.19000
Algae (Raceway),Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.10903,-20.34000
Algae (Raceway),Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.10873,-20.01000
Algae (Raceway),Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.10834,-19.58000
Algae (Raceway),Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.10799,-19.19000
Algae (Raceway),Miscanthus → Cellulosic Ethanol,Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.09736,-7.47000
Algae (Raceway),Miscanthus → Cellulosic Ethanol,Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.09706,-7.13000
Algae (Raceway),Miscanthus → Cellulosic Ethanol,Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.09798,-8.15000
Algae (Raceway),Miscanthus → Cellulosic Ethanol,Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.09772,-7.86000
Algae (Raceway),Miscanthus → Cellulosic Ethanol,Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.09736,-7.47000
Algae (Raceway),Miscanthus → Cellulosic Ethanol,Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.09706,-7.13000
Algae (Raceway),Soybean Oil → HEFA-SAF,SAF,"Central (80 km truck, current grid)",80,truck,current,0.02313,73.71000
Algae (Raceway),Soybean Oil → HEFA-SAF,SAF,"Near   (40 km truck, current grid)",40,truck,current,0.02307,73.79000
Algae (Raceway),Soybean Oil → HEFA-SAF,SAF,"Far   (160 km truck, current grid)",160,truck,current,0.02327,73.56000
Algae (Raceway),Soybean Oil → HEFA-SAF,SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.02321,73.63000
Algae (Raceway),Soybean Oil → HEFA-SAF,SAF,Renewable grid (80 km truck),80,truck,renewable,0.02313,73.71000
Algae (Raceway),Soybean Oil → HEFA-SAF,SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.02307,73.79000
Algae (Raceway),Camelina → HEFA-SAF,SAF,"Central (80 km truck, current grid)",80,truck,current,0.02259,74.33000
Algae (Raceway),Camelina → HEFA-SAF,SAF,"Near   (40 km truck, current grid)",40,truck,current,0.02252,74.41000
Algae (Raceway),Camelina → HEFA-SAF,SAF,"Far   (160 km truck, current grid)",160,truck,current,0.02272,74.18000
Algae (Raceway),Camelina → HEFA-SAF,SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.02267,74.24000
Algae (Raceway),Camelina → HEFA-SAF,SAF,Renewable grid (80 km truck),80,truck,renewable,0.02259,74.33000
Algae (Raceway),Camelina → HEFA-SAF,SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.02252,74.41000
Algae (Raceway),Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Central (80 km truck, current grid)",80,truck,current,0.09141,-3.88000
Algae (Raceway),Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Near   (40 km truck, current grid)",40,truck,current,0.09128,-3.72000
Algae (Raceway),Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Far   (160 km truck, current grid)",160,truck,current,0.09169,-4.19000
Algae (Raceway),Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.09157,-4.06000
Algae (Raceway),Algae → HEFA-SAF (Wet Lipid Extraction),SAF,Renewable grid (80 km truck),80,truck,renewable,0.09141,-3.88000
Algae (Raceway),Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.09128,-3.72000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.08071,10.92000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.08047,11.18000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.08119,10.39000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.08098,10.61000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.08071,10.92000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.08047,11.18000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.09101,-0.45000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.09077,-0.19000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.09149,-0.98000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.09128,-0.76000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.05231,42.26000
Algae (Raceway),"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.05207,42.53000
Corn Grain,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.04387,51.58000
Corn Grain,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.04352,51.96000
Corn Grain,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.04456,50.82000
Corn Grain,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.04426,51.14000
Corn Grain,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.04387,51.58000
Corn Grain,Switchgrass → Cellulosic Ethanol (Dilute Acid),Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.04352,51.97000
Corn Grain,Miscanthus → Cellulosic Ethanol,Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.04006,55.79000
Corn Grain,Miscanthus → Cellulosic Ethanol,Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.03975,56.12000
Corn Grain,Miscanthus → Cellulosic Ethanol,Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.04067,55.11000
Corn Grain,Miscanthus → Cellulosic Ethanol,Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.04041,55.40000
Corn Grain,Miscanthus → Cellulosic Ethanol,Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.04006,55.79000
Corn Grain,Miscanthus → Cellulosic Ethanol,Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.03975,56.13000
Corn Grain,Soybean Oil → HEFA-SAF,SAF,"Central (80 km truck, current grid)",80,truck,current,0.01065,87.89000
Corn Grain,Soybean Oil → HEFA-SAF,SAF,"Near   (40 km truck, current grid)",40,truck,current,0.01059,87.97000
Corn Grain,Soybean Oil → HEFA-SAF,SAF,"Far   (160 km truck, current grid)",160,truck,current,0.01079,87.74000
Corn Grain,Soybean Oil → HEFA-SAF,SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.01073,87.81000
Corn Grain,Soybean Oil → HEFA-SAF,SAF,Renewable grid (80 km truck),80,truck,renewable,0.01065,87.89000
Corn Grain,Soybean Oil → HEFA-SAF,SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.01059,87.97000
Corn Grain,Camelina → HEFA-SAF,SAF,"Central (80 km truck, current grid)",80,truck,current,0.00997,88.67000
Corn Grain,Camelina → HEFA-SAF,SAF,"Near   (40 km truck, current grid)",40,truck,current,0.00991,88.74000
Corn Grain,Camelina → HEFA-SAF,SAF,"Far   (160 km truck, current grid)",160,truck,current,0.01011,88.51000
Corn Grain,Camelina → HEFA-SAF,SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.01005,88.58000
Corn Grain,Camelina → HEFA-SAF,SAF,Renewable grid (80 km truck),80,truck,renewable,0.00997,88.67000
Corn Grain,Camelina → HEFA-SAF,SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.00991,88.74000
Corn Grain,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Central (80 km truck, current grid)",80,truck,current,0.06563,25.42000
Corn Grain,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Near   (40 km truck, current grid)",40,truck,current,0.06549,25.58000
Corn Grain,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Far   (160 km truck, current grid)",160,truck,current,0.06590,25.11000
Corn Grain,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.06578,25.24000
Corn Grain,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,Renewable grid (80 km truck),80,truck,renewable,0.06563,25.42000
Corn Grain,Algae → HEFA-SAF (Wet Lipid Extraction),SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.06549,25.58000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.03608,60.18000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.03584,60.44000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.03656,59.65000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.03635,59.88000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.03608,60.18000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, NG)",Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.03584,60.45000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.04638,48.81000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.04614,49.08000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.04686,48.28000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.04665,48.51000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.00768,91.53000
Corn Grain,"Corn Grain → Ethanol (Dry Mill, Electric)",Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.00744,91.79000
Sugarcane Bagasse,Corn Stover → Cellulosic Ethanol (AFEX),Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.04893,45.99000
Sugarcane Bagasse,Corn Stover → Cellulosic Ethanol (AFEX),Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.04856,46.40000
Sugarcane Bagasse,Corn Stover → Cellulosic Ethanol (AFEX),Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.04966,45.18000
Sugarcane Bagasse,Corn Stover → Cellulosic Ethanol (AFEX),Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.04935,45.53000
Sugarcane Bagasse,Corn Stover → Cellulosic Ethanol (AFEX),Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.04893,45.99000
Sugarcane Bagasse,Corn Stover → Cellulosic Ethanol (AFEX),Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.04856,46.40000
Sugarcane Bagasse,Forestry Residues → FT-SAF (Gasification),SAF,"Central (80 km truck, current grid)",80,truck,current,0.02847,67.65000
Sugarcane Bagasse,Forestry Residues → FT-SAF (Gasification),SAF,"Near   (40 km truck, current grid)",40,truck,current,0.02820,67.95000
Sugarcane Bagasse,Forestry Residues → FT-SAF (Gasification),SAF,"Far   (160 km truck, current grid)",160,truck,current,0.02899,67.06000
Sugarcane Bagasse,Forestry Residues → FT-SAF (Gasification),SAF,"Rail  (400 km rail,  current grid)",400,rail,current,0.02877,67.31000
Sugarcane Bagasse,Forestry Residues → FT-SAF (Gasification),SAF,Renewable grid (80 km truck),80,truck,renewable,0.02847,67.65000
Sugarcane Bagasse,Forestry Residues → FT-SAF (Gasification),SAF,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.02820,67.95000
Sugarcane Bagasse,Sugarcane Bagasse → Cellulosic Ethanol,Ethanol,"Central (80 km truck, current grid)",80,truck,current,0.02944,67.51000
Sugarcane Bagasse,Sugarcane Bagasse → Cellulosic Ethanol,Ethanol,"Near   (40 km truck, current grid)",40,truck,current,0.02904,67.95000
Sugarcane Bagasse,Sugarcane Bagasse → Cellulosic Ethanol,Ethanol,"Far   (160 km truck, current grid)",160,truck,current,0.03024,66.62000
Sugarcane Bagasse,Sugarcane Bagasse → Cellulosic Ethanol,Ethanol,"Rail  (400 km rail,  current grid)",400,rail,current,0.02990,67.00000
Sugarcane Bagasse,Sugarcane Bagasse → Cellulosic Ethanol,Ethanol,Renewable grid (80 km truck),80,truck,renewable,0.02944,67.51000
Sugarcane Bagasse,Sugarcane Bagasse → Cellulosic Ethanol,Ethanol,"Optimistic (40 km, renewable grid)",40,truck,renewable,0.02904,67.95000
